,level_0,index,rating,caption,middle,reviews
127,127,127,1.0,"(Translated by Google) I swear, this is a shopee express, I don't know how the HR recruits employees, and the shipping SOP is super duper bad bad bad... when the package w was left on the terrace of the house, it was put behind the plant …"," I swear, this is a shopee express, I don't know how the HR recruits employees, and the shipping SOP is super duper bad bad bad... when the package w was left on the terrace of the house, it was put behind the plant …"," I swear, this is a shopee express, I don't know how the HR recruits employees, and the shipping SOP is super duper bad bad bad... when the package w was left on the terrace of the house, it was put behind the plant …"
128,128,128,1.0,(Translated by Google) long  (Original) lama, long  (Original, long  
129,129,129,1.0,(Translated by Google) My goods are still there for 2 weeks the service is really bad …, My goods are still there for 2 weeks the service is really bad …, My goods are still there for 2 weeks the service is really bad …
130,130,130,1.0,(Translated by Google) Seems like a lot of thieves here  (Original) …, Seems like a lot of thieves here  (Original, Seems like a lot of thieves here  
131,131,131,1.0,"(Translated by Google) I have shopped twice using the standard shopee express delivery service, nothing is correct, no one has received the first item because the courier doesn't want to deliver the second one, the item was sent, I don't …"," I have shopped twice using the standard shopee express delivery service, nothing is correct, no one has received the first item because the courier doesn't want to deliver the second one, the item was sent, I don't …"," I have shopped twice using the standard shopee express delivery service, nothing is correct, no one has received the first item because the courier doesn't want to deliver the second one, the item was sent, I don't …"
132,132,132,1.0,"(Translated by Google) I swear the delivery service is very long, bad.  (Original) …"," I swear the delivery service is very long, bad.  (Original"," I swear the delivery service is very long, bad.  "
133,133,133,1.0,"(Translated by Google) It's really bad I haven't received the package but the status has been received, where did my package go?!. Please, reliable courier, yes! …"," It's really bad I haven't received the package but the status has been received, where did my package go?!. Please, reliable courier, yes! …"," It's really bad I haven't received the package but the status has been received, where did my package go?!. Please, reliable courier, yes! …"
134,134,134,1.0,"(Translated by Google) sorted out, it's like doomsday  (Original) …"," sorted out, it's like doomsday  (Original"," sorted out, it's like doomsday  "
135,135,135,1.0,,,nan
136,136,136,1.0,"(Translated by Google) The package was not sent, I was surprised  (Original) Paket ga dikirim kirim heran"," The package was not sent, I was surprised  (Original"," The package was not sent, I was surprised  "
137,137,137,1.0,(Translated by Google) It's been a week and it hasn't arrived even though it's only a few days …, It's been a week and it hasn't arrived even though it's only a few days …, It's been a week and it hasn't arrived even though it's only a few days …
138,138,138,1.0,"(Translated by Google) VERY SORRY EXPRES SHOPE MY PACKAGE HAS BEEN IN BANDUNG FROM THE 4th TO NOW THE 8th WE HAVE NOT BEEN SENT ""ALREADY SENT WITH THE REASON THE COURIER DOESN'T MEET THE TIME OF THE PACKAGE ALWAYS RETURNED …"," VERY SORRY EXPRES SHOPE MY PACKAGE HAS BEEN IN BANDUNG FROM THE 4th TO NOW THE 8th WE HAVE NOT BEEN SENT ""ALREADY SENT WITH THE REASON THE COURIER DOESN'T MEET THE TIME OF THE PACKAGE ALWAYS RETURNED …"," VERY SORRY EXPRES SHOPE MY PACKAGE HAS BEEN IN BANDUNG FROM THE 4th TO NOW THE 8th WE HAVE NOT BEEN SENT ""ALREADY SENT WITH THE REASON THE COURIER DOESN'T MEET THE TIME OF THE PACKAGE ALWAYS RETURNED …"
139,139,139,1.0,"(Translated by Google) The courier is not very efficient at night ""Call the package can't be sent now, then using the information I've received it again at Shopee, it's really not trustworthy, really …"," The courier is not very efficient at night ""Call the package can't be sent now, then using the information I've received it again at Shopee, it's really not trustworthy, really …"," The courier is not very efficient at night ""Call the package can't be sent now, then using the information I've received it again at Shopee, it's really not trustworthy, really …"
140,140,140,1.0,(Translated by Google) lemooodd  (Original) lemooodd, lemooodd  (Original, lemooodd  
141,141,141,5.0,(Translated by Google) In shope there is a vacancy for a bag min. Sort?  (Original) …, In shope there is a vacancy for a bag min. Sort?  (Original, In shope there is a vacancy for a bag min. Sort?  
142,142,142,1.0,"(Translated by Google) It's so bad shopee express delivery is not clear, twice sent by shopee express a lot of drama.. the package is stored in coconut ice woi I thought the seller of coconut ice only 1 ask whose name is not responsible, …"," It's so bad shopee express delivery is not clear, twice sent by shopee express a lot of drama.. the package is stored in coconut ice woi I thought the seller of coconut ice only 1 ask whose name is not responsible, …"," It's so bad shopee express delivery is not clear, twice sent by shopee express a lot of drama.. the package is stored in coconut ice woi I thought the seller of coconut ice only 1 ask whose name is not responsible, …"
143,143,143,1.0,"(Translated by Google) It's not suitable to be an expedition, it's just a more suitable market place. very slow!!!! …"," It's not suitable to be an expedition, it's just a more suitable market place. very slow!!!! …"," It's not suitable to be an expedition, it's just a more suitable market place. very slow!!!! …"
144,144,144,1.0,(Translated by Google) Disappointed the delivery time  (Original) Kecewa lama pengirimannya, Disappointed the delivery time  (Original, Disappointed the delivery time  
145,145,145,1.0,"(Translated by Google) How about this shoppe express 2, my package hasn't moved for almost 2 weeks, last month my package arrived home after 10 days, the courier didn't respond well, instead asked to meet up and didn't want to take me home. …"," How about this shoppe express 2, my package hasn't moved for almost 2 weeks, last month my package arrived home after 10 days, the courier didn't respond well, instead asked to meet up and didn't want to take me home. …"," How about this shoppe express 2, my package hasn't moved for almost 2 weeks, last month my package arrived home after 10 days, the courier didn't respond well, instead asked to meet up and didn't want to take me home. …"
146,146,146,1.0,(Translated by Google) slow service anjim  (Original) pelayanan lelet anjim, slow service anjim  (Original, slow service anjim  
147,147,147,1.0,"(Translated by Google) Shopee express, tau arti express ga vro  (Original) …"," Shopee express, tau arti express ga vro  (Original"," Shopee express, tau arti express ga vro  "
148,148,148,5.0,"(Translated by Google) Although 4 days until jkt - bdg. But salute the courier was able to find the location, even though there was no house number and benchmark. Only rt & rw, not all couriers at shopee express are bad. There are still …"," Although 4 days until jkt - bdg. But salute the courier was able to find the location, even though there was no house number and benchmark. Only rt & rw, not all couriers at shopee express are bad. There are still …"," Although 4 days until jkt - bdg. But salute the courier was able to find the location, even though there was no house number and benchmark. Only rt & rw, not all couriers at shopee express are bad. There are still …"
